work_id,work_status,reported_progress_pct,visual_progress_pct,visual_consistency_score,visual_mismatch_score,image_evidence_status,data_source
WS/MP18161/2024-2025/138096-Installing hand pumps,Work partially Completed,60,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138097-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138099-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138100-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,91,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138102-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,91,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138104-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138105-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,55,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138106-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,54,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138107-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138108-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138109-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138110-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,95,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138111-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP347/2024-2025/138112-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/138113-Construction of buildings for crèches and anganwadies,Sanction,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP345/2024-2025/138114-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/138116-Construction of buildings for crèches and anganwadies,Work partially Completed,60,52,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP345/2024-2025/138117-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,58,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP345/2024-2025/138118-Construction of buildings for community cultural activities,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138119-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138120-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138121-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,99,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138122-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP499/2024-2025/138127-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP499/2024-2025/138128-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP499/2024-2025/138129-Providing drains and gutters for public drainage,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP499/2024-2025/138130-Installing community drinking water plants,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP499/2024-2025/138131-Construction of stadiums,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP499/2024-2025/138132-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP499/2024-2025/138133-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP499/2024-2025/138134-Construction of buildings for community cultural activities,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP529/2024-2025/138161-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138169-Street lights,Sanction,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138178-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP552/2024-2025/138179-Development of public parks,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138180-Street lights,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138187-Street lights,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138217-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138219-Street lights,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138225-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP479/2024-2025/138231-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138238-Development of playground,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138239-Construction of boundary walls of existing public and community buildings,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138241-Construction of additional rooms and halls in the existing public and community building,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138242-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138243-Lighting of public spaces,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18328/2024-2025/138244-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP313/2024-2025/138257-Providing drains and gutters for public drainage,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP313/2024-2025/138260-Construction of culverts and bridges,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP313/2024-2025/138262-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138263-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138264-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138265-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138266-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138267-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138268-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138269-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138270-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138271-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138272-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
